"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group"
"53",3886,"Jacob","10.1016/j.jhazmat.2018.07.101",120,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,12,5,17,"VDR,JV","Pass",NA,"Pass",NA,"Beiras",2018,"Mytilus","galloprovincialis","Mollusca","Marine","Early","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N",NA,NA,NA,NA,NA,20,NA,NA,2,3,1,1,1000,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15915494.31,"converted",20,"reported","N",NA,10,"acute",NA,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.001,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",2.5,NA,45.0628692716919,3.24994639528786,1.26e-09,3,"N","N",NA,NA,"Y","light.microscopy","N",NA,"commercial","cospheric,CPMS-0.96","unknown","N","No","Not Cleaned","N","N","Not Evaluated","Y","microscopy flourescent particles","gut","N","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Fitness","Mortality","Mortality","Organism","In Vivo","Early","Marine","Mytilus galloprovincialis","10","Acute","Red Criteria Passed","Red Criteria Passed","No","2-5",9518.90176843551,"Particle Only",717197839.485887,35764181961.6603,"polydisperse",1,0.77,0.5159,4,3.08,2.0636,7.21005908347071,115.360945335531,0.310441714052231,19.8682696993428,2.98024045490142e-07,1.90735389113691e-05,51724503.362009,717197839.485887,5.69204634512609e+20,"Marine","Mytilus galloprovincialis","Mollusca"
"54",673,"Koelmans,Rochman,Jacob","10.1016/j.fsi.2017.07.006",26,2,2,2,2,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,1,5,7,12,"de Ruijter","Fail","2","Fail","B1","Espinosa",2017,"Sparus","aurata","Fish","Marine","Adult","invivo",NA,35,"fishbase.org",21.004577981371,NA,"food","N","N","Lab","Y","N","seawater",NA,NA,28,NA,20,NA,NA,30,2,1,1,10,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,1,"chronic",NA,NA,"Clear","circulatory.respiratory","blood","potassium.con",1,"subcell","serum","PVC",1.34,1.34e-09,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,3,"N","Y","microscopy",NA,"N",NA,"N",NA,"commercial","technological.center.of.footwear.and.plastic","unknown","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,"Y","LTH","No","1µm < 100µm","Not Reported","Polyvinylchloride","Fish","Circulatory, Respiratory","Blood","Potassium Concentration","Subcell","In Vivo","Adult","Marine","Sparus aurata","1","Chronic","Red Criteria Failed","Red Criteria Failed","No","2",21004.577981371,"Particle Only",NA,NA,"monodisperse",40,30.8,20.636,150,115.5,77.385,11536.0945335531,162226.329378091,19868.2696993428,1047740.78492628,0.0266234813971194,1.40397265180122,NA,NA,NA,"Marine","Sparus aurata","Fish"
"55",4672,"Jacob","10.1371/journal.pone.0187664",141,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,1,2,2,0,2,2,0,0,1,0,1,1,13,7,20,"EM,LH","Pass",NA,"Fail","B1","Rochman",2017,"Acipenser","transmontanus","Fish","Marine","Juvenile","invivo",NA,21,"fishbase.org",13.0342198855387,NA,"food","N","N","Lab","Y","N","seawater",NA,NA,NA,8,19,NA,NA,28,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","fitness","body.condition","condition.index",3,"organism",NA,"PVC",1.34,1.34e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,0.169,0.08,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",169,NA,205926.497483007,1003959.71265875,0.000541856,4,"N","N",NA,NA,"N",NA,"N",NA,"modified","sbicinnovativeplastics","unknown","N","No","Not Cleaned","N","N","aeration no settling observed","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polyvinylchloride","Fish","Fitness","Body Condition","Condition Index","Organism","In Vivo","Juvenile","Marine","Acipenser transmontanus","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","1",13034.2198855387,"Particle Only",NA,380039157.050964,"monodisperse",80,61.6,41.272,704,542.08,363.1936,46144.3781342126,3573420.64271342,158946.157594742,108317355.908404,0.212987851176955,145.145256917262,NA,NA,NA,"Marine","Acipenser transmontanus","Fish"
"56",5593,"Workshop","10.1016/j.envpol.2019.113024",159,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",50.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0987,"reported",0.2,"reported","N","HONEC",1,"chronic",1,"decrease","Clear","fitness","sexhormones","ara.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Androgen Receptor a mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only",15738.970789495,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,"Marine","Oryzias melastigma","Fish"
"57",4900,"Rochman","10.1007/s13762-016-1171-4",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Haghi",2017,"Cyprinus","carpio","Fish","Freshwater","Juvenile","invivo",NA,31,"fishbase.org",18.7534406431521,NA,"water","N","N","Lab","Y","N","freshwater",NA,NA,NA,7.4,24,NA,NA,21,2,3,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"paraquat",0.4,"co.exp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"reported","N","NOEC",10,"acute",1,NA,"Clear","circulatory.respiratory","blood","protein.con",1,"subcell","blood","PE",0.935,9.35e-10,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"N","N",NA,NA,"N",NA,"N",NA,"lab",NA,"N","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,"Y","LTH","No","Not Reported","Not Reported","Polyethylene","Fish","Circulatory, Respiratory","Blood","Protein Concentration","Subcell","In Vivo","Juvenile","Freshwater","Cyprinus carpio","10","Acute","Scoring Not Applicable","Scoring Not Applicable","No","2",18753.4406431521,"Chemical Co-Exposure",NA,NA,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","Cyprinus carpio","Fish"
"58",4656,"Jacob","10.1016/j.envres.2017.12.019",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Rainieri",2018,"Danio","rerio","Fish","Freshwater","Adult","invivo",NA,2.5,"Koelmans 2020",0.4,"Koelmans 2020","food","N","N","Lab","Y","N",NA,NA,NA,NA,NA,26,NA,NA,21,1,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"various - see paper",NA,"sorbed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"various - see paper",NA,NA,NA,NA,"N","HONEC",10,"acute",1,NA,"Unclear","metabolism","detoxification","gstp1.mrnaexpression",1,"subcell","digestive.tract","PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,0.125,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",187.5,NA,253478.639653267,1371071.13551207,0.000516338,4,"N","N",NA,NA,"N",NA,"N",NA,"N",NA,"unknown","Y","octane pentane","rinse","N","N","Not Evaluated","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Fish","Metabolism","Detoxification","Glutathione S-Transferase mRNA expression","Subcell","In Vivo","Adult","Freshwater","Danio rerio","10","Acute","Scoring Not Applicable","Scoring Not Applicable","No","1",400,"Chemical Transfer",NA,490916104.670327,"polydisperse",125,96.25,64.4875,250,192.5,128.975,112657.17317923,450628.69271692,606331.472758264,4850651.78206612,0.566919927028977,4.53535941623182,NA,NA,NA,"Freshwater","Danio rerio","Fish"
"59",1085,"Koelmans,Rochman","10.1016/j.envpol.2016.07.017",40,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,1,2,0,2,2,0,0,0,2,2,2,11,10,21,"de Ruijter","Pass",NA,"Fail","B1","Imhof & Laforsch",2016,"Potamopyrgus","antipodarum","Mollusca","Marine","Adult","invivo",NA,0.6,"WoRMS",0.470729139235184,NA,"food","N","Y","Lab","Y","N","artificial medium",NA,NA,NA,NA,16,NA,NA,56,2,7,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","fitness","reproduction","num.offspring",4,"organism",NA,"PC",1.2,1.2e-09,"reported","fragment",NA,NA,NA,NA,NA,NA,NA,0.1301,0.01148,0.6016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",130.1,NA,122037.532147416,458023.816749595,0.000221377,4,"N","Y","microscopy",NA,"Y","microscopy","N",NA,"modified","teijin.kasei.america,Panlite L 1250-Y","unknown","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,"Y","LTH,EM","No","100µm < 1mm","Fragment","Polycarbonate","Mollusca","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Adult","Marine","Potamopyrgus antipodarum","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","2",470.729139235184,"Particle Only",NA,551265633.500391,"monodisperse",11.48,8.8396,5.922532,601.6,463.232,310.36544,950.216570634239,2609483.04124098,469.683968470303,67593285.3041518,0.000563620762164364,81.1119423649822,NA,NA,NA,"Marine","Potamopyrgus antipodarum","Mollusca"
"60",3758,"Jacob","10.1021/acs.est.8b04848",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Asmonaite",2018,"Oncorhynchus","mykiss","Fish","Freshwater","Juvenile","invivo",NA,60,"fishbase.org",34.7513021903528,NA,"food","N","N","Lab","Y","N",NA,NA,NA,NA,NA,NA,NA,NA,28,1,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sewage",NA,"Particle Only",NA,NA,NA,NA,NA,2.5e+07,3.5e+07,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","immune","chemokines.cytokines","il413a.mrnaexpression",1,"subcell","digestive.tract","PS",1.09,1.09e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",250,NA,450628.69271692,3249946.39528786,0.001426807,4,"N","Y","digital.scanning",NA,"Y","light.microscopy,SEM","Y","FTIR","commercial","goodfellow","unknown","Y","water","rinse","Y","Y","Not Evaluated","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polystyrene","Fish","Immune","Chemokines","Interleukin 413a mRNA expression","Subcell","In Vivo","Juvenile","Freshwater","Oncorhynchus mykiss","1","Chronic","Scoring Not Applicable","Scoring Not Applicable","No","1",34751.3021903528,"Particle Only",NA,315830166.740785,"monodisperse",100,77,51.59,400,308,206.36,72100.5908347071,1153609.45335531,310441.714052231,19868269.6993428,0.338381468316932,21.6564139722837,NA,NA,NA,"Freshwater","Oncorhynchus mykiss","Fish"
"61",451,"Koelmans","10.1016/j.aquatox.2019.105296",15,2,2,2,2,2,2,2,2,1,2,2,1,0,0,1,0,0,2,2,2,2,0,2,0,0,0,1,13,7,20,"de Ruijter","Pass",NA,"Pass",NA,"Chae",2019,"Dunaliella","salina","Algae","Marine","Not Reported","invivo",NA,NA,NA,NA,NA,"water","N","N","Lab","Y","N","f2 medium",NA,NA,NA,NA,20,NA,NA,6,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",40,200,NA,NA,NA,NA,NA,NA,NA,NA,40,"reported",200,"reported","Y","LOEC",1,"chronic",2,"decrease","Clear","fitness","growth","cell.granularity",1,"cell",NA,"PE",1.026,1.03e-09,"reported","sphere",NA,NA,NA,NA,NA,0.18,0.212,0.20384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.84,NA,130535.5171,4434726.635,0.00455003,4,"N","Y","microscopy",NA,"Y","microscopy","N",NA,"commercial","cospheric","unknown","Y","No","Not Cleaned","N","Y","floated on medium surface","N",NA,NA,NA,"LTH","Yes","100µm < 1mm","Sphere","Polyethylene","Algae","Fitness","Growth","Cell Granularity","Cell","In Vivo","Not Reported","Marine","Dunaliella salina","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","7",NA,"Particle Only",5221420.684,28688935.4795463,"polydisperse",180,180,180,212,212,212,407150.407905237,564782.960891759,3053628.05928928,4988916.15454387,3.1330223888308,5.11862797456201,177389065.4,5221420.684,1147557419181.85,"Marine","Dunaliella salina","Algae"
"62",1427,"Koelmans,Rochman","10.1038/srep41323",46,2,2,2,2,2,2,1,1,1,2,2,0,0,0,0,0,1,2,2,2,2,0,1,0,0,0,0,10,5,15,"de Ruijter","Pass",NA,"Pass",NA,"Jeong",2017,"Paracyclopina","nana","Crustacea","Marine","Early","invivo",NA,0.2,"WoRMS",0.168691080099539,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,NA,15,8,25,NA,NA,7,4,3,1,10,14600000,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14600000,"reported",1,"reported","N",NA,10,"acute",NA,NA,"Clear","fitness","development","nauplius.to.adult",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.785398163,0.065449847,7e-11,2,"N","N",NA,NA,"N",NA,"N",NA,"commercial","polysciences","unknown","N","No","Not Cleaned","N","N","Not Evaluated","Y","microscopy flourescent particles","gut","Y","LTH","No","100nm < 1µm","Sphere","Polystyrene","Crustacea","Fitness","Development","Nauplius to Adult","Organism","In Vivo","Early","Marine","Paracyclopina nana","10","Acute","Red Criteria Passed","Red Criteria Passed","No","1-4",168.691080099539,"Particle Only",11466813.1798,11219973757.1429,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955567.7662,11466813.1798,1.63811616854286e+20,"Marine","Paracyclopina nana","Crustacea"
"63",265,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,2,2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Abra","nitida","Mollusca","Marine","Adult","invivo",NA,1.2,"WoRMS",0.899421369716785,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,94,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,1,"chronic",NA,NA,"Clear","metabolism","lipid.metabolism","lipid.content",1,"subcell","whole.body","PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",312.5,NA,704107.332370187,6347551.5532966,0.002454369,4,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","100µm < 1mm","Fragment","Polyethylene","Mollusca","Metabolism","Lipid Metabolism","Lipid Content","Subcell","In Vivo","Adult","Marine","Abra nitida","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",899.421369716785,"Particle Only",NA,286879166.24199,"polydisperse",125,96.25,64.4875,500,385,257.95,112657.17317923,1802514.77086768,606331.472758264,38805214.2565289,0.582078213847934,37.2530056862678,NA,NA,NA,"Marine","Abra nitida","Mollusca"
"64",5222,"Workshop","doi.org/10.1080/17435390.2020.1808104",154,2,2,2,2,2,2,2,1,2,2,2,1,0,0,0,1,1,2,0,2,2,0,1,2,0,0,0,14,7,21,"EM,LH","Pass",NA,"Fail","B1","Tallec",2020,"Crassostrea","gigas","Mollusca","Marine","Adult","invivo","M",15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N","uv treated filtered seawater",NA,"tween20",NA,NA,NA,NA,NA,0.042,2,4,0,3,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43e+11,"converted",10,"reported","N","HONEC",10,"acute",1,NA,"Clear","metabolism","lipid.metabolism","lipid.membrane.con",1,"subcell","sperm","PS",1.07,1.07e-09,"estimated","sphere","positive",15.6,"uv.treated.filtered.seawater","NH2",5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.007853982,6.54e-05,7e-14,1,"N","Y","dynamic.light.scatter","filtered.uv.treated.seawater","N",NA,"Y","raman","commercial","polysciences,bangs.laboratories","unknown","N","No","Not Cleaned","N","N","aeration,pdi quantified","N",NA,NA,"N","SK,LTH","No","1nm < 100nm","Sphere","Polystyrene","Mollusca","Metabolism","Lipid Metabolism","Lipid Membrane Concentration","Subcell","In Vivo","Adult","Marine","Crassostrea gigas","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1-4",9518.90176843551,"Particle Only",1123119426,112199742857.143,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9352200,1123119426,1.60445632285714e+25,"Marine","Crassostrea gigas","Mollusca"
"65",1579,"Koelmans,Jacob","10.1016/j.envpol.2017.01.047",50,2,2,2,2,2,2,1,2,1,2,2,1,0,0,0,1,1,2,2,2,2,0,0,2,1,1,0,13,8,21,"de Ruijter","Pass",NA,"Pass",NA,"Karami",2017,"Danio","rerio","Fish","Freshwater","Early","invivo",NA,2.5,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","uv treated dechlorinated tap water","ethanol",NA,NA,7.26,28.42,NA,NA,20,3,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",104000,0.5,NA,NA,NA,NA,NA,NA,NA,NA,104000,"reported",0.5,"reported","N","HONEC",10,"acute",1,NA,"Clear","stress","stress","bcl2.mrnaexpression",1,"subcell","whole.body","PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,NA,0.00464,0.0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",11.12,NA,891.555529931121,286.002963682643,1.08e-07,3,"N","Y","dynamic.light.scatter",NA,"Y","SEM","N",NA,"commercial","toxemerge","unknown","Y","No","Not Cleaned","N","Y","Not Evaluated","Y","histology","gut","Y","LTH","No","1µm < 100µm","Fragment","Polyethylene","Fish","Stress","Stress","bcl2 mRNA expression","Subcell","In Vivo","Early","Freshwater","Danio rerio","10","Acute","Red Criteria Passed","Red Criteria Passed","No","3",400,"Particle Only",92721775.1128366,8255143795.65853,"monodisperse",4.64,3.5728,2.393776,17.6,13.552,9.07984,155.229688043491,2233.38790169589,31.0123027006254,1692.45868606882,2.89965030250847e-05,0.00158244887147435,29744308.2229949,92721775.1128366,858534954748486656,"Freshwater","Danio rerio","Fish"
"66",5849,"Workshop","doi.org/10.1016/j.envpol.2019.113475",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Luo",2020,"Microcystis","aeruginosa","Bacterium","Freshwater","Not Reported","invivo",NA,NA,NA,NA,NA,"water","Y","Y","Lab","Y","N","BG11 medium",NA,NA,NA,NA,25,NA,NA,0.5,5,3,0,NA,NA,NA,NA,0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0042,"reported","N","NOEC",10,"acute",1,NA,"Clear","fitness","growth","cell.density",3,"cell",NA,"PE",1.01,1.01e-09,"estimated","Not Reported",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,4,"Y","N",NA,NA,"N",NA,"Y","raman","modified","malion.new.materials","unknown","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,NA,"SK,LTH","No","100µm < 1mm","Not Reported","Polyethylene","Bacterium","Fitness","Growth","Cell Density","Cell","In Vivo","Not Reported","Freshwater","Microcystis aeruginosa","10","Acute","Scoring Not Applicable","Scoring Not Applicable","Yes","5",NA,"Leachate",NA,NA,"monodisperse",NA,NA,NA,500,385,257.95,NA,1802514.77086768,NA,38805214.2565289,NA,39.1932663990942,NA,NA,NA,"Freshwater","Microcystis aeruginosa","Bacterium"
