"DOI","Authors","Publication Year","Species","Life Stage","Shape","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Effect Detected?"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",1.091348181,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",10.91348181,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",0.010105076,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",0.101050758,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",1.010507575,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Abnormality Occurrence",10.10507575,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",0.010913482,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",0.109134818,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",1.091348181,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",10.91348181,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",0.010105076,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",0.101050758,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",1.010507575,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Percentage of Trocophore Larvae",10.10507575,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",0.010913482,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",0.109134818,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",1.091348181,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",10.91348181,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",0.010105076,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",0.101050758,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",1.010507575,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fragment","Fitness","Development","Pertengage of D-stage Larvae",10.10507575,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.006536417,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.065364169,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.653641691,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",6.536416914,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.006051039,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.060510394,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",0.605103942,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Mortality","Mortality",6.051039421,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.006536417,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.065364169,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.653641691,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",6.536416914,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.006051039,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.060510394,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",0.605103942,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Abnormality Occurrence",6.051039421,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.006536417,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.065364169,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.653641691,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",6.536416914,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.006051039,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.060510394,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",0.605103942,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Percentage of Trocophore Larvae",6.051039421,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.006536417,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.065364169,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.653641691,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",6.536416914,"Yes"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.006051039,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.060510394,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",0.605103942,"No"
"doi.org/10.1016/j.watres.2020.115890","Gardon",2020,"Pinctada margaritifera","Early","Fiber","Fitness","Development","Pertengage of D-stage Larvae",6.051039421,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",14279321997,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",14279321997,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",14279321997,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1427932200,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",14279321997,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1.43e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",3.57e+11,"Yes"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1427932200,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",14279321997,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1.43e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",3.57e+11,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",1427932.2,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",14279322,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",142793220,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",356983049.9,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",1427932.2,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",14279322,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",142793220,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",356983049.9,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",1427932.2,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",14279322,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",142793220,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",356983049.9,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",1427932.2,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",14279322,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",142793220,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",356983049.9,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",22311.44062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",223114.4062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",2231144.062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Fertilization Yield",5577860.155,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",22311.44062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",223114.4062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",2231144.062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Pertengage of D-stage Larvae",5577860.155,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",22311.44062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",223114.4062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",2231144.062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Metamorphosis Yield",5577860.155,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",22311.44062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",223114.4062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",2231144.062,"No"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","Sphere","Fitness","Development","Developmental Abnormalities",5577860.155,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",1.43e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",3.57e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",1.43e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Percentage of Motile Sperm",3.57e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",1.43e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",3.57e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",1.43e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Sperm Velocity",3.57e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",1.43e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",3.57e+11,"Yes"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",1.43e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Number of Offspring",3.57e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",1.43e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",3.57e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",1.43e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Size",3.57e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Granularity",1427932200,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Granularity",14279321997,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Granularity",1.43e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Granularity",3.57e+11,"No"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","Sphere","Fitness","Reproduction","Cell Granularity",1427932200,"No"
