"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Metric"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",164640.7737,30,"NOEC"
"10.1016/j.jhazmat.2018.07.101","Beiras",2018,"Paracentrotus lividus","Early","1µm < 100µm","Fitness","Mortality","Mortality",548802.5789,100,"LOEC"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Area Traveled",67278620200,5,"LOEC"
"10.1038/s41598-017-18849-y","Chae",2018,"Oryzias sinensis","Adult","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Total Distance Travelled",67278620200,5,"LOEC"
"10.1038/s41598-017-18849-y","Chae",2018,"Zacco temminckii","Adult","1nm < 100nm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",67278620200,5,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Fitness","Growth","Length",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","gfap mRNA expression",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","a tubulin mRNA expression",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1nm < 100nm","Metabolism","Oxidative Stress","Glutathione Peroxidase Concentration",17191905932,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1µm < 100µm","Behavioral, Sensory, Neurological","Vision System","zfrho mRNA expression",25.87715473,1,"LOEC"
"10.1016/j.scitotenv.2017.01.156","Chen",2017,"Danio rerio","Early","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Concentration",25.87715473,1,"LOEC"
"10.1016/j.envpol.2018.03.001","Ding",2018,"Oreochromis niloticus","Adult","100nm < 1µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",1800000,0.0017,"LOEC"
"10.1016/j.envpol.2018.03.001","Ding",2018,"Oreochromis niloticus","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",1800000,0.0017,"LOEC"
"10.1016/j.envpol.2018.03.001","Ding",2018,"Oreochromis niloticus","Adult","100nm < 1µm","Metabolism","Oxidative Stress","Malondialdehyde Concentration",1800000,0.0017,"LOEC"
"10.1016/j.envpol.2018.03.001","Ding",2018,"Oreochromis niloticus","Adult","100nm < 1µm","Metabolism","Detoxification","EROD Activity",1800000,0.0017,"LOEC"
"10.1016/j.envpol.2018.03.001","Ding",2018,"Oreochromis niloticus","Adult","100nm < 1µm","Metabolism","Detoxification","BFCOD Activity",1800000,0.0017,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Cholesterol Concentration",1.4,0.05,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","HDL Concentration",1.4,0.05,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Immune","Immune Other ","Globulin Concentration",1.4,0.05,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",1.4,0.05,"NOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",14,0.5,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",1.4,0.05,"NOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",14,0.5,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",1.4,0.05,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",1.4,0.05,"NOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",14,0.5,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",1.4,0.05,"NOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",14,0.5,"LOEC"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Albumin to Globulin Ratio",1.4,0.05,"LOEC"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12732.39545,0.216,"LOEC"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Circulatory, Respiratory","Circulatory","Heart Rate",0.1,2.3e-12,"LOEC"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",0.1,2.3e-12,"NOEC"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Behavioral, Sensory, Neurological","Locomotion","Light/Dark Activity",1,2.3e-11,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",1427932200,0.1,"NOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",14279321997,1,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",1427932200,0.1,"NOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",14279321997,1,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",1427932200,0.1,"NOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Fertilization Yield",14279321997,1,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",14279321997,1,"NOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",1.43e+11,10,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",14279321997,1,"NOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",1.43e+11,10,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",1.66e+11,11.6,"EC50"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",1427932200,0.1,"LOEC"
"doi.org/10.1016/j.envpol.2018.08.020","Tallec",2018,"Crassostrea gigas","Early","1nm < 100nm","Fitness","Development","Pertengage of D-stage Larvae",2141898300,0.15,"EC50"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Percentage of Motile Sperm",14279321997,1,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Percentage of Motile Sperm",1.43e+11,10,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Percentage of Motile Sperm",14279321997,1,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Percentage of Motile Sperm",1.43e+11,10,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Sperm Velocity",14279321997,1,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Sperm Velocity",1.43e+11,10,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Sperm Velocity",1.43e+11,10,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Sperm Velocity",3.57e+11,25,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Number of Offspring",14279321997,1,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Number of Offspring",1.43e+11,10,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Cell Granularity",14279321997,1,"NOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Fitness","Reproduction","Cell Granularity",1.43e+11,10,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Metabolism","Lipid Metabolism","Phosphatidylserine Concentration",3.57e+11,25,"LOEC"
"doi.org/10.1080/17435390.2020.1808104","Tallec",2020,"Crassostrea gigas","Adult","1nm < 100nm","Metabolism","Lipid Metabolism","Phosphatidylserine Concentration",1.43e+11,10,"NOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Reproduction","Fecundity",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Reproduction","Number of Clutches",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Growth","Growth Rate",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Reproduction","vtg mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Catalase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","gstd mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","gstd mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Mn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Mn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Mn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","CuZn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","CuZn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","CuZn Superoxide Dismutase mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","gcl mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","gcl mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","gcl mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","gcl1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","gcl1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","ho1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","ho1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","ho1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Hydorgen Peroxide Concentration",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Hydorgen Peroxide Concentration",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","Glutathione S-Transferase Activity",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Catalase Activity",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Oxidative Stress","Catalase Activity",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Stress","Stress","hsp70 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Stress","Stress","hsp70 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Development","wnt4 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Development","wnt4 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Development","wnt16 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Development","wnt16 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Fitness","Development","wnt16 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4an1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4an1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4an1 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4c33 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4c33 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4c34 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","Detoxification","cyp4c34 mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampka mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampka mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampkb mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampkb mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampkc mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.113506 0269-7491","Liu",2020,"Daphnia pulex","Early","1nm < 100nm","Metabolism","General Metabolism","ampkc mRNA expression",4949298.516,0.001,"LOEC"
"doi.org/10.1016/j.envpol.2019.07.115","Parenti",2019,"Danio rerio","Early","100nm < 1µm","Immune","Immune Other ","Cyclooxygenase Activity",11776615.22,1,"LOEC"
"doi.org/10.1016/j.envpol.2019.07.115","Parenti",2019,"Danio rerio","Early","100nm < 1µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",11776615.22,1,"LOEC"
"doi.org/10.1016/j.envpol.2019.07.115","Parenti",2019,"Danio rerio","Early","100nm < 1µm","Behavioral, Sensory, Neurological","Locomotion","Turn Angle, Light/Dark Activity",11776615.22,1,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Body Condition","Hepatic Somatic Index",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Gonad Somatic Index",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Gonad Somatic Index",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Fitness","Reproduction","Gonad Somatic Index",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Superoxide Dismutase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Catalase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",5.5013,0.02,"NOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",50.0987,0.2,"LOEC"
"10.1016/j.envpol.2019.113024","Wang",2019,"Oryzias melastigma","Adult","1µm < 100µm","Metabolism","Oxidative Stress","Glutathione Peroxidase Activity",0.5787,0.002,"LOEC"
