"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Carb Metabolism","Lactate Dehydrogenase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Carb Metabolism","Lactate Dehydrogenase Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Carb Metabolism","Lactate Dehydrogenase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Carb Metabolism","Lactate Dehydrogenase Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Carb Metabolism","Lactate Dehydrogenase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","General Metabolism","Alkaline Phosphatase Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Glutathione Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","LDL Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Metabolism","Lipid Metabolism","Triglyceride Concentration",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","ftzf1 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","fox12 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","fox12 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","fox12 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","gnrh mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","tph2 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","11ß HSD mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Fitness","Sex Hormones","cyp19a2 mRNA expression",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",1.4,0.05,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Circulatory, Respiratory","Gill Histological Abnormalities","Gill Histology",14,0.5,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Liver Histology",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",1.4,0.05,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",1.4,0.05,"No"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver Histological Abnormalities","Glycogen Concentration",14,0.5,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Albumin to Globulin Ratio",1.4,0.05,"Yes"
"10.1016/j.envres.2016.07.024","Karami",2016,"Clarias gariepinus","Juvenile","1µm < 100µm","Alimentary, Excretory","Liver and Kidney Products","Albumin to Globulin Ratio",14,0.5,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Fitness","Mortality","Mortality",12968.18055,0.22,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Feeding","Predatory Performance",12850.288,0.218,"Yes"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12732.39545,0.216,"Yes"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Behavioral, Sensory, Neurological","Nervous System","AcHE Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","Glutathione S-Transferase Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",13852.37468,0.235,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Detoxification","EROD Activity",12850.288,0.218,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12732.39545,0.216,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",15620.76293,0.265,"No"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12850.288,0.218,"Yes"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",13852.37468,0.235,"Yes"
"10.1016/j.aquatox.2015.04.018","Luis",2015,"Pomatoschistus microps","Juvenile","1µm < 100µm","Metabolism","Oxidative Stress","Lipid Peroxidation",12850.288,0.218,"Yes"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Mortality","Mortality",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Mortality","Mortality",1,2.3e-11,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Mortality","Mortality",10,2.3e-10,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Hatching Success",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Hatching Success",1,2.3e-11,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Hatching Success",10,2.3e-10,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Abnormality Occurrence",0.1,2.3e-12,"No"
"10.1016/j.aquatox.2017.11.017","Pitt",2018,"Danio rerio","Early","1nm < 100nm","Fitness","Development","Abnormality Occurrence",1,2.3e-11,"No"
